10.0,2.0,99.0,0.0,0.0,
10.0,4.0,98.0,0.0,0.0,
10.0,6.0,97.0,0.0,0.0,
10.0,8.0,96.0,0.0,0.0,
10.0,10.0,95.0,0.0,0.0,
10.0,12.0,94.0,0.0,0.0,
10.0,14.0,93.0,0.0,0.0,
10.0,16.0,92.0,0.0,0.0,
10.0,18.0,91.0,0.0,0.0,
10.0,20.0,90.0,0.0,0.0,
10.0,22.0,89.0,0.0,0.0,
11.0,24.0,80.0,0.0,0.18181818181818182,
12.0,26.0,72.41666666666667,0.0,0.3333333333333333,
12.0,28.0,71.41666666666667,0.0,0.3333333333333333,
12.0,30.0,70.41666666666667,0.0,0.3333333333333333,
12.0,32.0,69.41666666666667,0.0,0.3333333333333333,
12.0,34.0,68.41666666666667,0.0,0.3333333333333333,
12.0,36.0,67.41666666666667,0.0,0.3333333333333333,
12.0,38.0,66.41666666666667,0.0,0.3333333333333333,
12.0,40.0,65.41666666666667,0.0,0.3333333333333333,
12.0,41.0,72.75,0.0,0.3333333333333333,
12.0,43.0,71.75,0.0,0.3333333333333333,
12.0,45.0,70.75,0.0,0.3333333333333333,
12.0,47.0,69.75,0.0,0.3333333333333333,
12.0,49.0,68.75,0.0,0.3333333333333333,
12.0,50.0,76.08333333333333,0.0,0.3333333333333333,
12.0,52.0,75.08333333333333,0.0,0.3333333333333333,
12.0,54.0,74.08333333333333,0.0,0.3333333333333333,
12.0,56.0,73.08333333333333,0.0,0.3333333333333333,
12.0,58.0,72.08333333333333,0.0,0.3333333333333333,
12.0,58.0,87.75,0.0,0.3333333333333333,
12.0,60.0,86.75,0.0,0.3333333333333333,
12.0,62.0,85.75,0.0,0.3333333333333333,
12.0,64.0,84.75,0.0,0.3333333333333333,
12.0,66.0,83.75,0.0,0.3333333333333333,
12.0,68.0,82.75,0.0,0.3333333333333333,
12.0,70.0,81.75,0.0,0.3333333333333333,
12.0,71.0,89.08333333333333,0.0,0.3333333333333333,
12.0,73.0,88.08333333333333,0.0,0.3333333333333333,
12.0,75.0,87.08333333333333,0.0,0.3333333333333333,
91.4,316.4,649.4000000000003,0.0,1.903030303030303,
